date,state,district,partial_malay,full_malay,booster_malay,partial_chinese,full_chinese,booster_chinese,partial_indian,full_indian,booster_indian,partial_bumi,full_bumi,booster_bumi,partial_other,full_other,booster_other,partial_missing,full_missing,booster_missing
2021-12-11,Pulau Pinang,Barat Daya,4,3,93,5,2,186,2,0,19,0,0,1,2,1,22,0,0,1
2021-12-11,Pulau Pinang,Seberang Perai Selatan,3,10,137,3,7,385,7,6,34,0,0,3,2,6,9,0,3,8
2021-12-11,Pulau Pinang,Seberang Perai Tengah,9,2,468,11,6,2067,2,0,127,0,0,18,7,6,646,3,12,30
2021-12-11,Pulau Pinang,Seberang Perai Utara,4,4,183,3,2,244,0,1,8,0,0,3,3,1,30,0,3,6
2021-12-11,Pulau Pinang,Timur Laut,4,1,126,6,8,900,0,1,39,0,0,3,11,5,66,0,1,17
2021-12-11,Sabah,Beaufort,0,0,10,0,0,54,0,0,1,4,26,449,4,8,14,1,0,4
2021-12-11,Sabah,Beluran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Keningau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Kinabatangan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Kota Belud,0,0,0,0,0,5,0,0,0,1,22,31,1,1,0,0,0,3
2021-12-11,Sabah,Kota Kinabalu,6,5,21,2,7,253,0,0,3,10,17,157,9,14,39,0,1,2
2021-12-11,Sabah,Kota Marudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Kuala Penyu,0,0,0,0,0,1,0,0,0,0,1,25,0,0,3,0,0,0
2021-12-11,Sabah,Kudat,0,0,2,0,0,17,0,0,0,4,7,23,1,2,0,0,0,0
2021-12-11,Sabah,Kunak,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
2021-12-11,Sabah,Lahad Datu,1,3,21,0,0,10,0,0,0,20,50,101,38,74,62,0,0,0
2021-12-11,Sabah,Nabawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Papar,0,0,0,0,0,2,0,0,1,1,3,12,0,0,1,0,0,0
2021-12-11,Sabah,Penampang,0,0,3,1,0,19,0,0,0,1,7,15,0,0,2,0,0,0
2021-12-11,Sabah,Pitas,0,0,1,0,0,0,0,0,0,15,2,48,0,0,0,0,0,0
2021-12-11,Sabah,Putatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Ranau,0,0,0,0,0,1,0,0,0,1,3,51,0,0,0,0,0,0
2021-12-11,Sabah,Sandakan,0,2,1,1,3,15,0,0,0,1,7,9,2,4,4,4,2,0
2021-12-11,Sabah,Semporna,0,0,0,0,0,0,0,0,0,2,9,9,84,85,1,0,0,0
2021-12-11,Sabah,Sipitang,0,0,1,0,0,4,0,0,0,0,1,12,0,2,1,0,0,0
2021-12-11,Sabah,Tambunan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Tawau,1,1,10,1,3,280,0,0,2,5,9,45,17,15,42,0,1,1
2021-12-11,Sabah,Telupid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Tenom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Tongod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sabah,Tuaran,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
2021-12-11,Sarawak,Asajaya,2,0,669,0,0,29,0,0,0,0,0,63,0,0,4,0,0,3
2021-12-11,Sarawak,Bau,0,0,12,0,0,7,0,0,0,0,15,102,0,2,1,0,0,0
2021-12-11,Sarawak,Belaga,0,0,13,0,0,17,0,0,0,0,0,117,0,0,14,0,0,3
2021-12-11,Sarawak,Beluru,3,3,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0
2021-12-11,Sarawak,Betong,6,1,138,1,0,24,0,0,0,3,0,155,0,0,3,0,0,2
2021-12-11,Sarawak,Bintulu,1,1,128,0,0,232,0,0,5,1,3,536,0,2,166,0,0,2
2021-12-11,Sarawak,Bukit Mabong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Dalat,0,0,11,0,0,12,0,0,0,5,0,366,0,0,2,0,0,0
2021-12-11,Sarawak,Daro,0,0,6,0,0,8,0,0,0,3,1,262,0,0,2,0,0,0
2021-12-11,Sarawak,Julau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Kabong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Kanowit,0,0,14,0,0,20,0,0,0,0,0,248,0,0,0,0,0,5
2021-12-11,Sarawak,Kapit,0,0,4,0,1,73,0,0,1,0,0,184,0,0,2,0,0,5
2021-12-11,Sarawak,Kuching,48,36,1657,17,3,3352,0,0,19,4,4,1147,50,33,270,1,0,15
2021-12-11,Sarawak,Lawas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-12-11,Sarawak,Limbang,2,14,81,0,5,19,0,0,0,1,12,108,0,0,9,0,0,1
2021-12-11,Sarawak,Lubok Antu,0,0,2,0,0,3,0,0,0,2,0,108,0,0,0,0,0,0
2021-12-11,Sarawak,Lundu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Maradong,0,0,2,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0
2021-12-11,Sarawak,Marudi,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
2021-12-11,Sarawak,Matu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Miri,3,2,46,2,3,281,0,0,1,0,7,206,4,13,47,0,0,2
2021-12-11,Sarawak,Mukah,2,0,67,0,0,16,0,0,0,7,0,333,18,0,338,0,0,8
2021-12-11,Sarawak,Pakan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Pusa,0,0,93,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1
2021-12-11,Sarawak,Samarahan,0,0,394,0,0,212,0,0,1,0,0,332,0,0,11,0,0,4
2021-12-11,Sarawak,Saratok,1,8,137,1,1,16,0,0,0,2,4,163,0,0,182,0,0,1
2021-12-11,Sarawak,Sarikei,0,0,36,1,0,171,0,0,2,0,0,192,0,0,5,0,0,23
2021-12-11,Sarawak,Sebauh,0,0,3,0,0,3,0,0,0,0,0,63,0,0,25,0,0,2
2021-12-11,Sarawak,Selangau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Serian,0,0,36,0,0,68,0,0,1,2,3,263,0,0,5,0,0,2
2021-12-11,Sarawak,Sibu,0,33,76,5,145,1931,0,0,1,4,100,297,0,4,18,0,0,17
2021-12-11,Sarawak,Simunjan,0,0,211,0,0,11,0,0,0,0,0,93,0,0,3,0,0,0
2021-12-11,Sarawak,Song,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Sri Aman,0,0,4,2,0,22,0,0,0,1,0,40,2,0,5,0,0,0
2021-12-11,Sarawak,Subis,0,0,9,0,0,6,0,0,0,1,0,41,0,1,5,0,0,0
2021-12-11,Sarawak,Tanjung Manis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Tatau,0,0,2,0,0,7,0,0,0,0,0,105,1,0,5,0,0,1
2021-12-11,Sarawak,Tebedu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Sarawak,Telang Usan,0,0,0,0,0,2,0,0,0,0,2,53,0,0,6,0,0,0
2021-12-11,Selangor,Gombak,31,67,542,1,5,265,0,1,97,0,0,9,9,8,224,0,3,2
2021-12-11,Selangor,Hulu Langat,41,258,1032,14,36,1318,2,10,197,10,104,46,21,41,613,0,4,11
2021-12-11,Selangor,Hulu Selangor,0,1,0,0,0,1,0,1,0,0,0,0,0,9,1,0,0,0
2021-12-11,Selangor,Klang,36,27,514,8,4,711,1,3,213,0,0,15,8,7,743,2,0,2
2021-12-11,Selangor,Kuala Langat,1,17,239,2,3,165,0,1,55,0,0,2,4,7,30,0,0,1
2021-12-11,Selangor,Kuala Selangor,33,28,538,1,2,158,0,6,74,0,1,6,5,7,119,0,0,0
2021-12-11,Selangor,Petaling,16,34,1130,22,29,1692,4,5,237,0,0,34,33,36,1123,0,6,44
2021-12-11,Selangor,Sabak Bernam,0,0,76,2,0,84,0,0,6,0,0,1,0,0,1,0,0,0
2021-12-11,Selangor,Sepang,1,1,471,1,0,203,0,0,75,0,0,19,1,0,58,0,0,0
2021-12-11,Terengganu,Besut,5,8,677,1,0,6,0,0,0,0,0,3,0,1,2,0,0,1
2021-12-11,Terengganu,Dungun,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Terengganu,Hulu Terengganu,1,0,448,0,0,7,0,0,0,0,0,0,1,0,3,0,0,1
2021-12-11,Terengganu,Kemaman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Terengganu,Kuala Nerus,5,2,317,0,4,21,0,0,0,0,0,1,0,13,2,0,0,1
2021-12-11,Terengganu,Kuala Terengganu,4,16,214,0,2,30,0,0,1,0,0,2,0,3,2,0,0,3
2021-12-11,Terengganu,Marang,0,1,541,0,0,14,0,0,2,0,0,86,0,0,1,0,18,1
2021-12-11,Terengganu,Setiu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,W.P. Kuala Lumpur,Kuala Lumpur,21,21,1577,37,34,5104,15,4,385,0,0,74,85,57,1653,0,10,14
2021-12-11,W.P. Labuan,Labuan,0,1,44,0,0,18,0,0,1,1,0,27,8,3,5,0,0,2
2021-12-11,W.P. Putrajaya,Putrajaya,1,1,243,0,0,11,0,0,2,0,0,5,0,2,10,1,0,1
2021-12-12,Johor,Batu Pahat,15,14,391,17,4,629,0,0,11,1,2,4,2,6,273,0,1,4
2021-12-12,Johor,Johor Bahru,68,134,779,33,38,1180,9,16,153,4,3,74,34,35,324,1,9,28
2021-12-12,Johor,Kluang,21,13,191,4,6,214,2,7,15,2,7,17,3,4,4,0,1,1
2021-12-12,Johor,Kota Tinggi,4,0,255,0,3,67,0,0,3,0,0,4,2,1,12,0,0,0
2021-12-12,Johor,Kulai,2,1,220,1,0,130,0,0,14,0,0,1,4,3,4,0,0,0
2021-12-12,Johor,Mersing,0,1,35,1,0,18,0,0,0,0,0,0,0,0,3,0,0,1
2021-12-12,Johor,Muar,0,0,225,1,3,473,0,0,13,0,0,11,6,6,448,0,4,19
2021-12-12,Johor,Pontian,1,10,26,1,4,129,0,2,0,0,0,0,0,1,4,0,0,0
2021-12-12,Johor,Segamat,2,0,80,5,4,274,0,0,6,0,0,1,8,1,6,0,0,6
2021-12-12,Johor,Tangkak,7,1,308,1,1,159,0,0,9,0,1,1,0,0,21,1,0,0
2021-12-12,Kedah,Baling,10,5,121,1,0,7,0,0,7,0,0,1,3,2,9,0,1,2
2021-12-12,Kedah,Bandar Baharu,3,11,123,2,1,153,0,0,2,0,0,2,0,0,1,0,0,3
2021-12-12,Kedah,Kota Setar,37,57,595,23,5,504,0,2,7,0,0,5,6,18,39,0,6,42
2021-12-12,Kedah,Kuala Muda,2,8,75,0,2,45,1,2,7,0,0,0,1,5,7,0,0,2
2021-12-12,Kedah,Kubang Pasu,6,62,285,1,2,78,0,0,3,0,0,1,2,2,7,0,0,8
2021-12-12,Kedah,Kulim,62,62,231,4,12,256,18,25,46,0,0,7,11,8,30,1,0,14
2021-12-12,Kedah,Langkawi,0,0,19,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0
2021-12-12,Kedah,Padang Terap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Kedah,Pendang,12,17,232,0,0,15,0,0,1,0,0,1,1,0,9,0,0,0
2021-12-12,Kedah,Pokok Sena,5,10,23,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0
2021-12-12,Kedah,Sik,1,8,38,0,0,13,0,0,1,0,0,1,7,9,46,0,0,4
2021-12-12,Kedah,Yan,0,2,52,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
2021-12-12,Kelantan,Bachok,14,18,50,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1
2021-12-12,Kelantan,Gua Musang,8,13,31,0,0,20,0,0,0,3,1,2,0,1,0,0,0,0
2021-12-12,Kelantan,Jeli,0,4,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2021-12-12,Kelantan,Kecil Lojing,1,3,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
2021-12-12,Kelantan,Kota Bharu,20,44,340,1,0,103,0,0,3,0,0,2,1,1,5,0,160,1
2021-12-12,Kelantan,Kuala Krai,11,24,123,1,0,34,0,1,1,0,0,3,2,1,0,0,0,0
2021-12-12,Kelantan,Machang,13,11,125,1,1,11,0,0,0,0,0,1,0,1,1,0,0,0
2021-12-12,Kelantan,Pasir Mas,9,17,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
2021-12-12,Kelantan,Pasir Puteh,18,25,71,0,3,1,0,0,0,0,0,1,8,1,0,0,0,1
2021-12-12,Kelantan,Tanah Merah,9,18,115,0,0,27,0,0,0,0,1,4,0,0,1,0,0,1
2021-12-12,Kelantan,Tumpat,23,32,104,0,0,18,0,0,0,0,0,3,4,0,10,0,0,0
2021-12-12,Melaka,Alor Gajah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Melaka,Jasin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Melaka,Melaka Tengah,0,0,187,0,1,753,0,0,31,0,0,2,1,1,168,0,0,0
2021-12-12,Negeri Sembilan,Jelebu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Negeri Sembilan,Jempol,1,1,78,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
2021-12-12,Negeri Sembilan,Kuala Pilah,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2021-12-12,Negeri Sembilan,Port Dickson,0,0,172,0,0,100,0,0,83,0,0,8,2,0,21,0,0,0
2021-12-12,Negeri Sembilan,Rembau,2,0,28,0,0,20,0,0,2,0,0,4,0,0,1,0,0,1
2021-12-12,Negeri Sembilan,Seremban,10,7,602,5,3,246,3,8,236,0,0,18,2,0,1134,0,1,4
2021-12-12,Negeri Sembilan,Tampin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Pahang,Bentong,0,3,5,0,0,19,1,0,2,0,0,4,0,0,0,0,0,0
2021-12-12,Pahang,Bera,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Pahang,Cameron Highlands,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Pahang,Jerantut,0,1,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Pahang,Kuantan,1,11,610,1,1,466,1,0,41,0,0,7,0,3,74,0,0,3
2021-12-12,Pahang,Lipis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Pahang,Maran,0,0,34,0,0,12,0,0,1,0,0,10,0,0,2,0,0,0
2021-12-12,Pahang,Pekan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Pahang,Raub,0,0,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-12-12,Pahang,Rompin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Pahang,Temerloh,2,0,133,0,0,138,0,0,26,0,0,45,0,0,135,0,0,5
2021-12-12,Perak,Bagan Datuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Perak,Batang Padang,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,4,2
2021-12-12,Perak,Hilir Perak,0,0,24,0,0,91,0,0,10,0,0,0,0,0,0,0,1,0
2021-12-12,Perak,Hulu Perak,0,0,6,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0
2021-12-12,Perak,Kampar,0,4,7,1,3,42,0,0,0,0,0,0,1,0,1,0,0,1
2021-12-12,Perak,Kerian,0,1,171,0,1,838,0,0,4,0,0,1,0,0,3,0,0,11
2021-12-12,Perak,Kinta,13,21,203,4,7,784,1,14,116,0,0,4,7,21,279,0,0,43
2021-12-12,Perak,Kuala Kangsar,0,0,2,0,0,4,1,0,4,0,0,0,1,0,0,0,0,0
2021-12-12,Perak,Larut Dan Matang,0,0,1,1,0,39,0,0,0,0,0,0,0,0,1,0,0,5
2021-12-12,Perak,Manjung,11,2,35,1,0,33,0,2,13,1,0,1,15,10,2,0,0,5
2021-12-12,Perak,Muallim,0,0,23,0,1,10,0,1,4,0,0,0,0,0,1,0,0,0
2021-12-12,Perak,Perak Tengah,2,2,94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2021-12-12,Perlis,Perlis,6,2,233,0,0,81,0,0,4,0,0,1,1,1,11,0,0,1
2021-12-12,Pulau Pinang,Barat Daya,0,0,50,0,2,170,0,0,11,0,0,0,0,2,5,0,0,2
2021-12-12,Pulau Pinang,Seberang Perai Selatan,1,0,18,3,2,471,1,0,13,0,0,1,5,12,9,0,0,4
2021-12-12,Pulau Pinang,Seberang Perai Tengah,6,1,677,10,4,1841,1,0,99,0,0,10,4,3,379,0,0,41
2021-12-12,Pulau Pinang,Seberang Perai Utara,1,3,6,1,5,129,0,5,3,0,0,0,0,2,26,0,1,5
2021-12-12,Pulau Pinang,Timur Laut,0,0,86,7,4,973,1,0,48,0,0,4,4,4,77,0,2,11
2021-12-12,Sabah,Beaufort,0,0,4,0,0,1,0,0,1,0,1,113,0,0,1,0,0,0
2021-12-12,Sabah,Beluran,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-12-12,Sabah,Keningau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Kinabatangan,0,0,1,0,0,1,0,0,1,0,0,46,2,1,329,0,0,0
2021-12-12,Sabah,Kota Belud,0,0,0,0,0,3,0,0,0,9,21,15,0,0,0,0,0,0
2021-12-12,Sabah,Kota Kinabalu,17,8,7,0,5,202,0,1,1,10,37,84,1,24,9,0,0,1
2021-12-12,Sabah,Kota Marudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Kuala Penyu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Kudat,0,0,1,1,1,12,0,0,0,1,9,12,1,2,0,0,0,0
2021-12-12,Sabah,Kunak,0,0,0,0,0,0,0,0,0,1,2,4,0,5,0,0,0,0
2021-12-12,Sabah,Lahad Datu,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
2021-12-12,Sabah,Nabawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Papar,0,0,0,0,0,0,0,0,0,2,1,12,0,1,1,0,0,0
2021-12-12,Sabah,Penampang,0,0,0,0,0,6,0,0,0,1,0,8,1,0,0,0,0,0
2021-12-12,Sabah,Pitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Putatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Ranau,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0
2021-12-12,Sabah,Sandakan,1,0,0,0,1,3,0,0,0,0,1,2,0,2,0,0,0,0
2021-12-12,Sabah,Semporna,0,0,0,0,0,0,0,0,0,0,1,0,77,80,0,0,0,0
2021-12-12,Sabah,Sipitang,0,0,1,0,0,1,0,0,0,0,0,36,0,0,0,0,0,1
2021-12-12,Sabah,Tambunan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Tawau,1,0,8,1,1,174,0,0,1,2,8,43,8,7,38,0,0,2
2021-12-12,Sabah,Telupid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Tenom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Tongod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sabah,Tuaran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Asajaya,1,0,604,0,0,15,0,0,0,1,0,65,0,0,5,0,0,4
2021-12-12,Sarawak,Bau,0,2,10,0,2,21,0,0,2,1,17,224,0,0,2,0,0,0
2021-12-12,Sarawak,Belaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Beluru,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Betong,4,0,38,0,0,6,0,0,0,3,0,86,0,0,8,0,0,1
2021-12-12,Sarawak,Bintulu,0,3,132,0,0,122,0,0,3,1,2,537,0,10,124,0,0,0
2021-12-12,Sarawak,Bukit Mabong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Dalat,0,0,18,0,0,31,0,0,0,6,1,457,1,0,1,0,0,1
2021-12-12,Sarawak,Daro,0,0,5,0,0,0,0,0,0,2,0,97,0,0,1,0,0,0
2021-12-12,Sarawak,Julau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Kabong,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Kanowit,0,0,16,0,0,25,0,0,0,0,0,243,0,0,0,0,0,0
2021-12-12,Sarawak,Kapit,0,0,2,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0
2021-12-12,Sarawak,Kuching,3,0,1448,3,0,1990,0,0,9,1,0,779,3,0,132,0,0,6
2021-12-12,Sarawak,Lawas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Limbang,0,0,94,0,1,11,0,0,0,0,1,159,0,0,5,0,0,10
2021-12-12,Sarawak,Lubok Antu,0,0,15,0,0,5,0,0,0,0,3,76,0,0,1,0,0,1
2021-12-12,Sarawak,Lundu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Maradong,0,0,1,0,0,31,0,0,0,0,0,5,3,0,64,0,0,1
2021-12-12,Sarawak,Marudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Matu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Miri,0,3,16,0,2,57,0,0,1,0,2,51,56,0,380,0,0,0
2021-12-12,Sarawak,Mukah,1,0,93,7,0,48,0,0,1,45,2,642,3,0,21,0,0,1
2021-12-12,Sarawak,Pakan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Pusa,0,0,111,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
2021-12-12,Sarawak,Samarahan,0,0,464,0,1,199,0,0,1,0,0,436,0,0,10,0,0,1
2021-12-12,Sarawak,Saratok,0,2,118,0,0,5,0,0,0,1,1,56,4,0,278,0,0,1
2021-12-12,Sarawak,Sarikei,0,0,17,0,0,105,0,0,0,0,0,8,0,0,1,0,0,4
2021-12-12,Sarawak,Sebauh,0,0,9,0,0,10,0,0,0,0,0,60,0,0,14,0,0,0
2021-12-12,Sarawak,Selangau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Serian,0,0,7,0,0,31,0,0,0,0,0,25,0,0,4,0,0,0
2021-12-12,Sarawak,Sibu,1,1,50,4,5,1632,0,0,1,4,13,229,1,1,55,0,0,16
2021-12-12,Sarawak,Simunjan,0,0,186,0,0,7,0,0,0,0,0,108,0,0,5,0,0,1
2021-12-12,Sarawak,Song,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Sri Aman,0,0,0,0,0,15,0,0,0,0,0,4,0,0,1,0,0,0
2021-12-12,Sarawak,Subis,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2021-12-12,Sarawak,Tanjung Manis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Tatau,0,0,4,0,0,7,0,0,0,0,0,90,0,0,20,0,0,2
2021-12-12,Sarawak,Tebedu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sarawak,Telang Usan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Selangor,Gombak,12,19,609,4,3,292,6,7,77,0,2,10,8,13,235,1,0,1
2021-12-12,Selangor,Hulu Langat,13,31,1488,7,26,1523,2,5,214,1,2,38,11,10,631,0,1,2
2021-12-12,Selangor,Hulu Selangor,2,3,9,0,1,0,1,0,2,0,0,0,4,2,2,0,0,0
2021-12-12,Selangor,Klang,19,26,440,7,23,416,2,3,128,1,0,10,40,39,404,0,0,7
2021-12-12,Selangor,Kuala Langat,1,3,240,0,0,120,0,0,59,0,0,0,4,4,41,0,0,0
2021-12-12,Selangor,Kuala Selangor,40,17,526,1,0,128,2,3,53,0,0,1,0,0,90,0,0,3
2021-12-12,Selangor,Petaling,19,8,1206,15,12,1813,3,3,319,2,0,39,22,17,1339,0,13,13
2021-12-12,Selangor,Sabak Bernam,0,1,93,0,0,59,0,0,1,0,0,0,3,0,1,0,0,0
2021-12-12,Selangor,Sepang,1,0,464,2,0,182,1,0,68,0,62,11,1,0,63,0,0,0
2021-12-12,Terengganu,Besut,78,23,704,0,0,4,0,0,1,0,0,19,1,0,2,0,0,3
2021-12-12,Terengganu,Dungun,2,1,759,0,0,168,0,0,0,0,0,23,0,0,7,0,0,3
2021-12-12,Terengganu,Hulu Terengganu,9,13,214,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
2021-12-12,Terengganu,Kemaman,20,53,226,4,1,15,0,0,1,0,0,4,2,2,2,0,0,0
2021-12-12,Terengganu,Kuala Nerus,16,5,344,0,0,25,0,0,0,0,0,10,1,0,3,0,0,5
2021-12-12,Terengganu,Kuala Terengganu,31,48,373,2,2,46,0,0,2,0,0,27,0,1,9,0,0,3
2021-12-12,Terengganu,Marang,10,24,94,0,0,6,0,0,0,0,0,8,0,0,0,1,19,2
2021-12-12,Terengganu,Setiu,16,21,77,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2021-12-12,W.P. Kuala Lumpur,Kuala Lumpur,16,29,1545,23,27,3969,2,9,390,0,4,54,50,316,1799,0,5,26
2021-12-12,W.P. Labuan,Labuan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2021-12-12,W.P. Putrajaya,Putrajaya,0,1,257,0,0,6,0,0,6,0,0,1,0,0,13,0,0,0
2021-12-13,Johor,Batu Pahat,5,31,520,13,10,557,0,0,8,0,0,7,5,9,881,0,5,7
2021-12-13,Johor,Johor Bahru,66,143,1903,50,68,2905,23,35,290,5,8,106,57,55,523,4,12,50
2021-12-13,Johor,Kluang,11,22,243,6,7,366,4,3,43,0,0,5,4,8,21,0,0,7
